###########################
### TABLE OF PROPERTIES ###
###########################

-------------------------------------------------------------------------------
Geometry:  Material, surface [m^2],  volume [m^3], center of mass (x, y, z) [m]
-------------------------------------------------------------------------------
S001_coil1: SC, 0.0873, 0.000518, (-3.92e-17, -9.34e-18, 0)
S002_air: air, 1.22, 0.113, (-1.35e-17, -7.69e-18, 4.75e-18)
